Date	AAPL	SPY	TSLA	MSFT	NVDA	GOOGL
2024-02-01	-0.01979388690584527	0.05218684505940763	0.07790064669600238	0.04039438754035274	0.28580937637911363	-0.01170591812057431
2024-03-01	-0.05007571917020548	0.029503324835826295	-0.12923524353897475	0.018997256015971242	0.1421276248374841	0.0900620559382852
2024-04-01	-0.006706270105982015	-0.03733790206201404	0.042607689739043275	-0.07461027076490456	-0.043715282843890146	0.07851303017681355
2024-05-01	0.12869133262960308	0.05057970997391559	-0.02837187354253501	0.06626769549202427	0.26887098622338557	0.05971269789833711
2024-06-01	0.09703865995900407	0.03195084143978466	0.11118599982126098	0.0785927029982143	0.12685043657822814	0.05594195246708966
2024-07-01	0.054410716206876986	0.015374362413754561	0.17278149180183244	-0.06398924054613941	-0.05269872297216016	-0.0571678622549906
2024-08-01	0.031159964167251752	0.02336554840830951	-0.07739046902676983	-0.0028922678362909293	0.02008220862681176	-0.047568937095823216
2024-09-01	0.018645020628584863	0.017882618181128462	0.22194201175563166	0.03340731024234822	0.01734104268004133	0.015117995521269245
2024-10-01	-0.030429192214763146	-0.0058837349791066584	-0.045025412068364634	-0.05565874144176575	0.09330826153726446	0.033084389303795536
2024-11-01	0.050551126848902506	0.05963352184722481	0.3814688622385134	0.042106474476339306	0.04135287731151904	-0.012623450234061417
2024-12-01	0.05631607174549824	-0.02733395551855533	0.17000808915631316	-0.002636102484867453	-0.028643790483448006	0.12044984217290344
2025-01-01	-0.057583307350378865	0.030312573838056522	0.0018819576379678349	-0.015278720683571723	-0.10582863908171769	0.07899544858718244
2025-02-01	0.0247458264052427	-0.012694837033450312	-0.2758773935575025	-0.043535959906057964	0.04039307943452175	-0.16537590511359612
2025-03-01	-0.08049028426973048	-0.05855133603518248	-0.11543452131892018	-0.05251334108089567	-0.1324047346218351	-0.09184876559202937
2025-04-01	-0.04335299480241872	-0.005688032721808511	0.08874826236685496	0.05293159369516842	0.005074885758387104	0.02808384112017981
2025-05-01	-0.05482349121593644	0.06284501787581465	0.2278848417863253	0.1647017235983188	0.2406354284372363	0.08148620565525344
2025-06-01	0.022848062238523426	0.04828711331095703	-0.08312644606383923	0.08246410209963084	0.1691704107158205	0.026144056965703433
2025-07-01	0.01169769554123401	0.026055910950950167	-0.02955995259140498	0.0725558001480362	0.12590886882092356	0.0902361446419142
2025-08-01	0.11836959090451016	0.020519492148202145	0.08304410748975077	-0.050253001762528005	-0.02074551060599117	0.10948413566208104
2025-09-01	0.09812612838348733	0.032757089705601095	0.33201547825406585	0.02390310838867782	0.07119078244098076	0.14179703134322263
2025-10-01	0.061815142948609125	0.026676008952081665	0.026623485126352042	-0.0002703583369538798	0.0853329169644188	0.15771903972802193
2025-11-01	0.03136447983166457	0.0019499283249213573	-0.05780178787448975	-0.049825164295963065	-0.1258827854186917	0.1386606727554951
2025-12-01	-0.024122233337583787	-0.0021510839531859727	0.045447119005781245	-0.015212838426091446	0.05367237434635719	-0.022424843583091714
