Date	AAPL	SPY	TSLA	MSFT	NVDA	GOOGL
2024-02-01	-0.019793968782247706	0.052186909820852945	0.07790064669600238	0.04039438754035274	0.28580937637911363	-0.01170591812057431
2024-03-01	-0.05007571917020548	0.029503199921167456	-0.12923524353897475	0.018997256015971242	0.14212772132910656	0.09006194490203723
2024-04-01	-0.006706359814769303	-0.03733778472325977	0.042607689739043275	-0.0746101972827321	-0.04371536363473538	0.0785132418989909
2024-05-01	0.12869143456676113	0.050579520519649535	-0.02837187354253501	0.06626769022992374	0.26887098622338557	0.05971250336467393
2024-06-01	0.09703865995900407	0.031951081674781	0.11118599982126098	0.07859269714528527	0.12685050620404303	0.055941957452922075
2024-07-01	0.05441078914593822	0.015374131516007195	0.17278149180183244	-0.06398930517319856	-0.052698657928034076	-0.0571677826767395
2024-08-01	0.031159892836570613	0.023365776711627095	-0.07739046902676983	-0.002892341601697823	0.020082075556552503	-0.047568937095823216
2024-09-01	0.018645020628584863	0.017882505952235173	0.22194201175563166	0.033407460672561395	0.01734104268004133	0.015117995521269245
2024-10-01	-0.03042925807168817	-0.0058837349791066584	-0.045025412068364634	-0.05565880904509157	0.09330826153726446	0.033084389303795536
2024-11-01	0.050551130282527	0.05963352184722481	0.3814688622385134	0.04210655028348831	0.04135287731151904	-0.012623450234061417
2024-12-01	0.05631614004202867	-0.027333852689353844	0.17000808915631316	-0.0026361750372504433	-0.028643790483448006	0.12044984217290344
2025-01-01	-0.057583246142005606	0.030312464914537873	0.0018819576379678349	-0.015278720683571723	-0.10582863908171769	0.07899536757235848
2025-02-01	0.024745759849735594	-0.012694837033450312	-0.2758773935575025	-0.043535959906057964	0.04039307943452175	-0.16537584244703962
2025-03-01	-0.08049028426973048	-0.05855133603518248	-0.11543452131892018	-0.05251334108089567	-0.1324047346218351	-0.09184876559202937
2025-04-01	-0.04335299480241872	-0.005688032721808511	0.08874826236685496	0.05293167542664645	0.005074885758387104	0.02808384112017981
2025-05-01	-0.05482356326754323	0.06284501787581465	0.2278848417863253	0.16470163319093944	0.2406354284372363	0.08148610930180755
2025-06-01	0.022848140211104484	0.04828711331095703	-0.08312644606383923	0.08246410209963084	0.1691704107158205	0.026144237482087718
2025-07-01	0.01169769554123401	0.026055910950950167	-0.02955995259140498	0.0725558001480362	0.12590886882092356	0.09023604998366408
2025-08-01	0.11836966457081122	0.020519492148202145	0.08304410748975077	-0.05025305916638578	-0.02074551060599117	0.10948413566208104
2025-09-01	0.09812605605061497	0.032757089705601095	0.33201547825406585	0.023903170274624408	0.07119078244098076	0.14179703134322263
2025-10-01	0.061815142948609125	0.026676008952081665	0.026623485126352042	-0.0002703583369538798	0.0853329169644188	0.15771903972802193
2025-11-01	0.03136447983166457	0.0019499283249213573	-0.05780178787448975	-0.049825164295963065	-0.1258827854186917	0.1386606727554951
2025-12-01	-0.024122233337583787	-0.0021510839531859727	0.045447119005781245	-0.015212838426091446	0.05367237434635719	-0.022424843583091714
